BRAND,BRAND_BELONGS_TO_CATEGORY,RECEIPTS,OFFER,RETAILER,cleaned_offer,cleaned_retailer,cleaned_brand,cleaned_brand_category,cleaned_data
CESAR,Cooking & Baking,2454,"CESAR® Wet Dog Food, spend $20",Unknown,cesar wet dog food spend,unknown,cesar,cook bake,cesar wet dog food spend unknown cesar wet dog food spend cook bake
CESAR,Cooking & Baking,2454,CESAR® Wet Dog Food Singles,Unknown,cesar wet dog food singl,unknown,cesar,cook bake,cesar wet dog food singl unknown cesar wet dog food singl cook bake
CESAR,Sauces & Marinades,379,"CESAR® Wet Dog Food, spend $20",Unknown,cesar wet dog food spend,unknown,cesar,sauc marinad,cesar wet dog food spend unknown cesar wet dog food spend sauc marinad
CESAR,Sauces & Marinades,379,CESAR® Wet Dog Food Singles,Unknown,cesar wet dog food singl,unknown,cesar,sauc marinad,cesar wet dog food singl unknown cesar wet dog food singl sauc marinad
CESAR,Dog Supplies,234,"CESAR® Wet Dog Food, spend $20",Unknown,cesar wet dog food spend,unknown,cesar,dog suppli,cesar wet dog food spend unknown cesar wet dog food spend dog suppli
CESAR,Dog Supplies,234,CESAR® Wet Dog Food Singles,Unknown,cesar wet dog food singl,unknown,cesar,dog suppli,cesar wet dog food singl unknown cesar wet dog food singl dog suppli
CESAR,Frozen Chicken,95,"CESAR® Wet Dog Food, spend $20",Unknown,cesar wet dog food spend,unknown,cesar,frozen chicken,cesar wet dog food spend unknown cesar wet dog food spend frozen chicken
CESAR,Frozen Chicken,95,CESAR® Wet Dog Food Singles,Unknown,cesar wet dog food singl,unknown,cesar,frozen chicken,cesar wet dog food singl unknown cesar wet dog food singl frozen chicken
FRESH STEP,Medicines & Treatments,2445,Fresh Step® Outstretch® Cat Litter,Unknown,fresh step outstretch cat litter,unknown,fresh step,medicin treatment,fresh step outstretch cat litter unknown fresh step outstretch cat litter medicin treatment
FRESH STEP,Bakery,1717,Fresh Step® Outstretch® Cat Litter,Unknown,fresh step outstretch cat litter,unknown,fresh step,bakeri,fresh step outstretch cat litter unknown fresh step outstretch cat litter bakeri
FRESH STEP,Makeup,256,Fresh Step® Outstretch® Cat Litter,Unknown,fresh step outstretch cat litter,unknown,fresh step,makeup,fresh step outstretch cat litter unknown fresh step outstretch cat litter makeup
FRESH STEP,Bath & Body,109,Fresh Step® Outstretch® Cat Litter,Unknown,fresh step outstretch cat litter,unknown,fresh step,bath bodi,fresh step outstretch cat litter unknown fresh step outstretch cat litter bath bodi
FRESH STEP,Cooking & Baking,44,Fresh Step® Outstretch® Cat Litter,Unknown,fresh step outstretch cat litter,unknown,fresh step,cook bake,fresh step outstretch cat litter unknown fresh step outstretch cat litter cook bake
FRESH STEP,Hair Care,40,Fresh Step® Outstretch® Cat Litter,Unknown,fresh step outstretch cat litter,unknown,fresh step,hair care,fresh step outstretch cat litter unknown fresh step outstretch cat litter hair care
RAO'S,Sauces & Marinades,2382,"Michael Angelo's® OR Rao's® Frozen Entrees, spend $10",Unknown,michael angelo rao frozen entre spend,unknown,rao,sauc marinad,michael angelo rao frozen entre spend unknown michael angelo rao frozen entre spend sauc marinad
RAO'S,Sauces & Marinades,2382,Rao's® Frozen Pizza,Unknown,rao frozen pizza,unknown,rao,sauc marinad,rao frozen pizza unknown rao frozen pizza sauc marinad
RAO'S,Sauces & Marinades,2382,"Rao's®, Pasta OR Sauce, spend $10",Unknown,rao pasta sauc spend,unknown,rao,sauc marinad,rao pasta sauc spend unknown rao pasta sauc spend sauc marinad
RAO'S,Dry Pasta,512,"Michael Angelo's® OR Rao's® Frozen Entrees, spend $10",Unknown,michael angelo rao frozen entre spend,unknown,rao,dri pasta,michael angelo rao frozen entre spend unknown michael angelo rao frozen entre spend dri pasta
RAO'S,Dry Pasta,512,Rao's® Frozen Pizza,Unknown,rao frozen pizza,unknown,rao,dri pasta,rao frozen pizza unknown rao frozen pizza dri pasta
RAO'S,Dry Pasta,512,"Rao's®, Pasta OR Sauce, spend $10",Unknown,rao pasta sauc spend,unknown,rao,dri pasta,rao pasta sauc spend unknown rao pasta sauc spend dri pasta
RAO'S,Frozen Meals,498,"Michael Angelo's® OR Rao's® Frozen Entrees, spend $10",Unknown,michael angelo rao frozen entre spend,unknown,rao,frozen meal,michael angelo rao frozen entre spend unknown michael angelo rao frozen entre spend frozen meal
RAO'S,Frozen Meals,498,Rao's® Frozen Pizza,Unknown,rao frozen pizza,unknown,rao,frozen meal,rao frozen pizza unknown rao frozen pizza frozen meal
RAO'S,Frozen Meals,498,"Rao's®, Pasta OR Sauce, spend $10",Unknown,rao pasta sauc spend,unknown,rao,frozen meal,rao pasta sauc spend unknown rao pasta sauc spend frozen meal
RAO'S,Alfredo & White Pasta Sauce,276,"Michael Angelo's® OR Rao's® Frozen Entrees, spend $10",Unknown,michael angelo rao frozen entre spend,unknown,rao,alfredo white pasta sauc,michael angelo rao frozen entre spend unknown michael angelo rao frozen entre spend alfredo white pasta sauc
RAO'S,Alfredo & White Pasta Sauce,276,Rao's® Frozen Pizza,Unknown,rao frozen pizza,unknown,rao,alfredo white pasta sauc,rao frozen pizza unknown rao frozen pizza alfredo white pasta sauc
RAO'S,Alfredo & White Pasta Sauce,276,"Rao's®, Pasta OR Sauce, spend $10",Unknown,rao pasta sauc spend,unknown,rao,alfredo white pasta sauc,rao pasta sauc spend unknown rao pasta sauc spend alfredo white pasta sauc
RAO'S,Red Pasta Sauce,167,"Michael Angelo's® OR Rao's® Frozen Entrees, spend $10",Unknown,michael angelo rao frozen entre spend,unknown,rao,red pasta sauc,michael angelo rao frozen entre spend unknown michael angelo rao frozen entre spend red pasta sauc
RAO'S,Red Pasta Sauce,167,Rao's® Frozen Pizza,Unknown,rao frozen pizza,unknown,rao,red pasta sauc,rao frozen pizza unknown rao frozen pizza red pasta sauc
RAO'S,Red Pasta Sauce,167,"Rao's®, Pasta OR Sauce, spend $10",Unknown,rao pasta sauc spend,unknown,rao,red pasta sauc,rao pasta sauc spend unknown rao pasta sauc spend red pasta sauc
RAO'S,Pasta & Noodles,113,"Michael Angelo's® OR Rao's® Frozen Entrees, spend $10",Unknown,michael angelo rao frozen entre spend,unknown,rao,pasta noodl,michael angelo rao frozen entre spend unknown michael angelo rao frozen entre spend pasta noodl
RAO'S,Pasta & Noodles,113,Rao's® Frozen Pizza,Unknown,rao frozen pizza,unknown,rao,pasta noodl,rao frozen pizza unknown rao frozen pizza pasta noodl
RAO'S,Pasta & Noodles,113,"Rao's®, Pasta OR Sauce, spend $10",Unknown,rao pasta sauc spend,unknown,rao,pasta noodl,rao pasta sauc spend unknown rao pasta sauc spend pasta noodl
RAO'S,Frozen Pizza & Pizza Snacks,53,"Michael Angelo's® OR Rao's® Frozen Entrees, spend $10",Unknown,michael angelo rao frozen entre spend,unknown,rao,frozen pizza pizza snack,michael angelo rao frozen entre spend unknown michael angelo rao frozen entre spend frozen pizza pizza snack
RAO'S,Frozen Pizza & Pizza Snacks,53,Rao's® Frozen Pizza,Unknown,rao frozen pizza,unknown,rao,frozen pizza pizza snack,rao frozen pizza unknown rao frozen pizza frozen pizza pizza snack
RAO'S,Frozen Pizza & Pizza Snacks,53,"Rao's®, Pasta OR Sauce, spend $10",Unknown,rao pasta sauc spend,unknown,rao,frozen pizza pizza snack,rao pasta sauc spend unknown rao pasta sauc spend frozen pizza pizza snack
MAGNUM ICE CREAM,Frozen Desserts,2257,"Magnum Non-Dairy Hazelnut Crunch Ice Cream Bars, 3 count",Unknown,magnum non dairi hazelnut crunch ice cream bar count,unknown,magnum ice cream,frozen dessert,magnum non dairi hazelnut crunch ice cream bar count unknown magnum non dairi hazelnut crunch ice cream bar count frozen dessert
SNUGGLE,Household Supplies,2214,"Snuggle® Liquid Fabric Softener, at Walmart",WALMART,snuggl liquid fabric soften walmart,walmart,snuggl,household suppli,snuggl liquid fabric soften walmart walmart snuggl liquid fabric soften walmart household suppli
COLGATE TOOTHBRUSHES,Oral Care,2172,"Colgate® Toothpaste AND Colgate® Toothbrush, select varieties at Walmart or Target",TARGET,colgat toothpast colgat toothbrush select varieti walmart target,target,colgat toothbrush,oral care,colgat toothpast colgat toothbrush select varieti walmart target target colgat toothpast colgat toothbrush select varieti walmart target oral care
COUNTRY CROCK PLANT BUTTER,Nut Butters & Jam,2130,Country Crock® Plant Based Butter at Walmart,WALMART,countri crock plant base butter walmart,walmart,countri crock plant butter,nut butter jam,countri crock plant base butter walmart walmart countri crock plant base butter walmart nut butter jam
COUNTRY CROCK PLANT BUTTER,Nut Butters & Jam,2130,Country Crock® Plant Based Cream at Walmart,WALMART,countri crock plant base cream walmart,walmart,countri crock plant butter,nut butter jam,countri crock plant base cream walmart walmart countri crock plant base cream walmart nut butter jam
LOREAL PARIS COSMETICS,Makeup,2124,"L'Oréal Paris Makeup, spend $35 at Target",TARGET,loral pari makeup spend target,target,loreal pari cosmet,makeup,loral pari makeup spend target target loral pari makeup spend target makeup
LOREAL PARIS COSMETICS,Makeup,2124,"L'Oréal Paris Makeup, spend $30 at Target",TARGET,loral pari makeup spend target,target,loreal pari cosmet,makeup,loral pari makeup spend target target loral pari makeup spend target makeup
LOREAL PARIS COSMETICS,Makeup,2124,L'Oreal Paris True Match Foundation at Target,TARGET,loreal pari true match foundat target,target,loreal pari cosmet,makeup,loreal pari true match foundat target target loreal pari true match foundat target makeup
LOREAL PARIS COSMETICS,Makeup,2124,L'Oréal Paris True Match Foundation at Target,TARGET,loral pari true match foundat target,target,loreal pari cosmet,makeup,loral pari true match foundat target target loral pari true match foundat target makeup
BUTTERBALL,Nut Butters & Jam,2107,"Butterball, select varieties, spend $10 at Dillons Food Store",DILLONS FOOD STORE,butterbal select varieti spend dillon food store,dillon food store,butterbal,nut butter jam,butterbal select varieti spend dillon food store dillon food store butterbal select varieti spend dillon food store nut butter jam
BUTTERBALL,Nut Butters & Jam,2107,"Butterball, select varieties, spend $10 at Ralphs",RALPHS,butterbal select varieti spend ralph,ralph,butterbal,nut butter jam,butterbal select varieti spend ralph ralph butterbal select varieti spend ralph nut butter jam
BUTTERBALL,Nut Butters & Jam,2107,"Butterball, select varieties, Spend $10 at Ruler Foods",RULER FOODS,butterbal select varieti spend ruler food,ruler food,butterbal,nut butter jam,butterbal select varieti spend ruler food ruler food butterbal select varieti spend ruler food nut butter jam
BUTTERBALL,Nut Butters & Jam,2107,"Butterball, select varieties, spend $10 at King Soopers",KING SOOPERS,butterbal select varieti spend king sooper,king sooper,butterbal,nut butter jam,butterbal select varieti spend king sooper king sooper butterbal select varieti spend king sooper nut butter jam
BUTTERBALL,Nut Butters & Jam,2107,"Butterball, select varieties, spend $10 at Fred Meyer",FRED MEYER,butterbal select varieti spend fred meyer,fred meyer,butterbal,nut butter jam,butterbal select varieti spend fred meyer fred meyer butterbal select varieti spend fred meyer nut butter jam
BUTTERBALL,Nut Butters & Jam,2107,"Butterball, select varieties, spend $10 at Kroger",KROGER,butterbal select varieti spend kroger,kroger,butterbal,nut butter jam,butterbal select varieti spend kroger kroger butterbal select varieti spend kroger nut butter jam
BUTTERBALL,Nut Butters & Jam,2107,"Butterball, select varieties, spend $10 at Smith's",SMITHS,butterbal select varieti spend smith,smith,butterbal,nut butter jam,butterbal select varieti spend smith smith butterbal select varieti spend smith nut butter jam
BUTTERBALL,Nut Butters & Jam,2107,"Butterball, select varieties, spend $10 at Food 4 Less",FOOD4LESS,butterbal select varieti spend food,foodless,butterbal,nut butter jam,butterbal select varieti spend food foodless butterbal select varieti spend food nut butter jam
BUTTERBALL,Nut Butters & Jam,2107,"Butterball, select varieties, spend $10 at Fry's Food Store",FRYS FOOD STORE,butterbal select varieti spend fri food store,fri food store,butterbal,nut butter jam,butterbal select varieti spend fri food store fri food store butterbal select varieti spend fri food store nut butter jam
BUTTERBALL,Nut Butters & Jam,2107,"Butterball, select varieties, spend $10 at QFC",QFC,butterbal select varieti spend qfc,qfc,butterbal,nut butter jam,butterbal select varieti spend qfc qfc butterbal select varieti spend qfc nut butter jam
BUTTERBALL,Nut Butters & Jam,2107,"Butterball, select varieties, spend $10 at Mariano's",MARIANOS,butterbal select varieti spend mariano,mariano,butterbal,nut butter jam,butterbal select varieti spend mariano mariano butterbal select varieti spend mariano nut butter jam
BUTTERBALL,Nut Butters & Jam,2107,"Butterball, select varieties, spend $10 at Pick 'n Save OR Metro Market",PICK N SAVE,butterbal select varieti spend pick n save metro market,pick n save,butterbal,nut butter jam,butterbal select varieti spend pick n save metro market pick n save butterbal select varieti spend pick n save metro market nut butter jam
BUTTERBALL,Frozen Turkey,388,"Butterball, select varieties, spend $10 at Dillons Food Store",DILLONS FOOD STORE,butterbal select varieti spend dillon food store,dillon food store,butterbal,frozen turkey,butterbal select varieti spend dillon food store dillon food store butterbal select varieti spend dillon food store frozen turkey
BUTTERBALL,Frozen Turkey,388,"Butterball, select varieties, spend $10 at Ralphs",RALPHS,butterbal select varieti spend ralph,ralph,butterbal,frozen turkey,butterbal select varieti spend ralph ralph butterbal select varieti spend ralph frozen turkey
BUTTERBALL,Frozen Turkey,388,"Butterball, select varieties, Spend $10 at Ruler Foods",RULER FOODS,butterbal select varieti spend ruler food,ruler food,butterbal,frozen turkey,butterbal select varieti spend ruler food ruler food butterbal select varieti spend ruler food frozen turkey
BUTTERBALL,Frozen Turkey,388,"Butterball, select varieties, spend $10 at King Soopers",KING SOOPERS,butterbal select varieti spend king sooper,king sooper,butterbal,frozen turkey,butterbal select varieti spend king sooper king sooper butterbal select varieti spend king sooper frozen turkey
BUTTERBALL,Frozen Turkey,388,"Butterball, select varieties, spend $10 at Fred Meyer",FRED MEYER,butterbal select varieti spend fred meyer,fred meyer,butterbal,frozen turkey,butterbal select varieti spend fred meyer fred meyer butterbal select varieti spend fred meyer frozen turkey
BUTTERBALL,Frozen Turkey,388,"Butterball, select varieties, spend $10 at Kroger",KROGER,butterbal select varieti spend kroger,kroger,butterbal,frozen turkey,butterbal select varieti spend kroger kroger butterbal select varieti spend kroger frozen turkey
BUTTERBALL,Frozen Turkey,388,"Butterball, select varieties, spend $10 at Smith's",SMITHS,butterbal select varieti spend smith,smith,butterbal,frozen turkey,butterbal select varieti spend smith smith butterbal select varieti spend smith frozen turkey
BUTTERBALL,Frozen Turkey,388,"Butterball, select varieties, spend $10 at Food 4 Less",FOOD4LESS,butterbal select varieti spend food,foodless,butterbal,frozen turkey,butterbal select varieti spend food foodless butterbal select varieti spend food frozen turkey
BUTTERBALL,Frozen Turkey,388,"Butterball, select varieties, spend $10 at Fry's Food Store",FRYS FOOD STORE,butterbal select varieti spend fri food store,fri food store,butterbal,frozen turkey,butterbal select varieti spend fri food store fri food store butterbal select varieti spend fri food store frozen turkey
